well,block,test_temperature,strain,evolution_history,mu,best_model,se,R2,n_obs
d10,2,35,35_E9,35 evolved,10.287124135880196,lagsat,0.15939101042903145,0.9964260894967286,45
d11,2,35,40_B2,40 evolved,10.0518150118089,lagsat,0.14074900382212024,0.9968713515305788,45
e3,2,35,35_C7,35 evolved,NA,lagsat,NA,NA,NA
e8,2,35,35_C7,35 evolved,10.074886898082232,lagsat,0.1493608869175059,0.9965312351521072,45
e9,2,35,35_B2,35 evolved,NA,lagsat,NA,NA,NA
e11,2,35,40_E11,40 evolved,10.37213564780499,lagsat,0.14968703614969245,0.9969480212644484,45
f2,2,35,35_F6,35 evolved,10.336959938068038,lagsat,0.15991322566539054,0.9964613775990933,44
f3,2,35,40_F4,40 evolved,9.280393168144982,lagsat,0.13348735842420897,0.9966133407540702,48
f4,2,35,40_G11,40 evolved,NA,lagsat,NA,NA,NA
f5,2,35,40_B2,40 evolved,NA,lagsat,NA,NA,NA
f7,2,35,40_F4,40 evolved,9.22462909096255,lagsat,0.12903249296435,0.9965075882164104,48
f8,2,35,35_G9,35 evolved,10.784532229618407,lagsat,0.17709614172592425,0.9962035846432973,43
f9,2,35,35_F6,35 evolved,NA,lagsat,NA,NA,NA
f11,2,35,35_B2,35 evolved,NA,lagsat,NA,NA,NA
g3,2,35,35_G9,35 evolved,NA,lagsat,NA,NA,NA
g5,2,35,40_F4,40 evolved,9.67221672930476,lagsat,0.13344298890950154,0.9969418501868748,46
g6,2,35,35_F6,35 evolved,NA,lagsat,NA,NA,NA
g8,2,35,35_E9,35 evolved,7.954566581009684,lagsat,0.18868410147065517,0.9817841166078581,50
b2,2,25,35_E9,35 evolved,3.746248103726005,lagsat,0.13043127890551384,0.907387447515848,97
b3,2,25,40_E9,40 evolved,6.393303750814247,lagsat,0.09493993078827447,0.9953796414612838,61
b4,2,25,40_G11,40 evolved,6.469172507817965,lagsat,0.09795107243511528,0.9952248483972534,60
b5,2,25,40_E11,40 evolved,3.759500119426067,lagsat,0.12879645370063728,0.9103305194324482,97
b8,2,25,35_B2,35 evolved,6.504901897221802,lagsat,0.10745961244145859,0.9947716601881823,60
b11,2,25,35_D8,35 evolved,6.5729899679115125,lagsat,0.1048883879201173,0.9950550363328677,60
c2,2,25,40_B2,40 evolved,5.9187791870478765,lagsat,0.08282840933181722,0.9956472005074212,63
c3,2,25,40_G11,40 evolved,6.401336592889754,lagsat,0.09778767019774867,0.9951715528104698,61
c4,2,25,40_E11,40 evolved,3.767170142717296,lagsat,0.13044046987589927,0.9080446418139543,97
c5,2,25,40_E9,40 evolved,6.3679743038725825,lagsat,0.09985523243635701,0.9952173063691624,60
c11,2,25,35_C7,35 evolved,6.667790645257781,lagsat,0.10653023223504642,0.9949353888997938,59
d2,2,25,40_C9,40 evolved,6.53675606778662,lagsat,0.10492619462065036,0.9948436980108591,60
d3,2,25,35_D8,35 evolved,6.545464464453492,lagsat,0.10168333013955226,0.9950327339811833,60
d4,2,25,35_D8,35 evolved,6.490018420712173,lagsat,0.10295956326580057,0.9948670378617854,60
d5,2,25,40_E9,40 evolved,6.304580949315091,lagsat,0.09860308463023335,0.9951977864357058,61
d6,2,25,35_G9,35 evolved,6.718283991327215,lagsat,0.11074565161349131,0.9947365739428372,59
d8,2,25,40_C9,40 evolved,3.7095196738880647,lagsat,0.12991023450337005,0.9061526483652826,97
d9,2,25,40_C9,40 evolved,3.7775003962945,lagsat,0.12885170106114213,0.9126529235935711,97
d10,2,25,35_E9,35 evolved,6.564567810184822,lagsat,0.10642175064293605,0.9948147041771002,60
d11,2,25,40_B2,40 evolved,3.7610283822400166,lagsat,0.11804342769498825,0.9245769460764885,97
e3,2,25,35_C7,35 evolved,6.695062561385624,lagsat,0.11043372001073735,0.9949117771794389,60
e8,2,25,35_C7,35 evolved,6.727169379284837,lagsat,0.11095337821154397,0.9948811399860205,59
e9,2,25,35_B2,35 evolved,6.549755165887039,lagsat,0.10506541074282648,0.9949571310841665,60
e11,2,25,40_E11,40 evolved,3.776383282406204,lagsat,0.13032859892117904,0.909102771086091,97
f2,2,25,35_F6,35 evolved,6.615583426663233,lagsat,0.10717642301476886,0.9947607249482712,60
f3,2,25,40_F4,40 evolved,NA,lagsat,NA,NA,NA
f4,2,25,40_G11,40 evolved,3.7122916143460185,lagsat,0.1279296504846847,0.9104196935732531,97
f5,2,25,40_B2,40 evolved,3.7488658021479,lagsat,0.11815395390345697,0.923951024167023,97
f7,2,25,40_F4,40 evolved,6.450656957438692,lagsat,0.09927031456330672,0.9951810261898207,61
f8,2,25,35_G9,35 evolved,6.8063081131288,lagsat,0.11187301927491491,0.9947405273271743,59
f9,2,25,35_F6,35 evolved,6.6985794000486365,lagsat,0.11042900548385311,0.9948118948578355,59
f11,2,25,35_B2,35 evolved,6.558597283792517,lagsat,0.10573925498672584,0.994921628769659,60
g3,2,25,35_G9,35 evolved,6.716223881149999,lagsat,0.10929474551032499,0.9945962159164965,59
g5,2,25,40_F4,40 evolved,6.416265240932104,lagsat,0.09698499412390271,0.9953385239179814,61
g6,2,25,35_F6,35 evolved,6.642008872074052,lagsat,0.10610924427469577,0.9948317696659047,59
g8,2,25,35_E9,35 evolved,3.800530670745823,lagsat,0.13146682162725878,0.9103192383612049,97
b2,2,38,35_E9,35 evolved,11.2260882038432,lagsat,0.13149027923695103,0.9981503836138659,44
b3,2,38,40_E9,40 evolved,9.739731543730409,lagsat,0.1246881028600738,0.9972550380637443,47
b4,2,38,40_G11,40 evolved,NA,lagsat,NA,NA,NA
b5,2,38,40_E11,40 evolved,NA,lagsat,NA,NA,NA
b8,2,38,35_B2,35 evolved,NA,lagsat,NA,NA,NA
b11,2,38,35_D8,35 evolved,NA,lagsat,NA,NA,NA
c2,2,38,40_B2,40 evolved,NA,lagsat,NA,NA,NA
c3,2,38,40_G11,40 evolved,NA,lagsat,NA,NA,NA
c4,2,38,40_E11,40 evolved,NA,lagsat,NA,NA,NA
c5,2,38,40_E9,40 evolved,10.43459502824509,lagsat,0.13896111164127561,0.9975126123560201,45
c11,2,38,35_C7,35 evolved,NA,lagsat,NA,NA,NA
d2,2,38,40_C9,40 evolved,NA,lagsat,NA,NA,NA
d3,2,38,35_D8,35 evolved,NA,lagsat,NA,NA,NA
d4,2,38,35_D8,35 evolved,NA,lagsat,NA,NA,NA
d5,2,38,40_E9,40 evolved,10.197692651976018,lagsat,0.11839912073666718,0.9980038134482763,46
d6,2,38,35_G9,35 evolved,NA,lagsat,NA,NA,NA
d8,2,38,40_C9,40 evolved,NA,lagsat,NA,NA,NA
d9,2,38,40_C9,40 evolved,NA,lagsat,NA,NA,NA
d10,2,38,35_E9,35 evolved,10.86629027874493,lagsat,0.14417390555165654,0.9972145333320528,44
d11,2,38,40_B2,40 evolved,9.993491458418358,lagsat,0.11842631826417163,0.9976761008483859,46
e3,2,38,35_C7,35 evolved,NA,lagsat,NA,NA,NA
e8,2,38,35_C7,35 evolved,NA,lagsat,NA,NA,NA
e9,2,38,35_B2,35 evolved,NA,lagsat,NA,NA,NA
e11,2,38,40_E11,40 evolved,NA,lagsat,NA,NA,NA
f2,2,38,35_F6,35 evolved,NA,lagsat,NA,NA,NA
f3,2,38,40_F4,40 evolved,NA,lagsat,NA,NA,NA
f4,2,38,40_G11,40 evolved,NA,lagsat,NA,NA,NA
f5,2,38,40_B2,40 evolved,9.85055767659633,lagsat,0.11775681037859453,0.9976484997545371,47
f7,2,38,40_F4,40 evolved,9.93863929133122,lagsat,0.12399935229359763,0.9973735214156652,47
f8,2,38,35_G9,35 evolved,NA,lagsat,NA,NA,NA
f9,2,38,35_F6,35 evolved,NA,lagsat,NA,NA,NA
f11,2,38,35_B2,35 evolved,NA,lagsat,NA,NA,NA
g3,2,38,35_G9,35 evolved,NA,lagsat,NA,NA,NA
g5,2,38,40_F4,40 evolved,9.737648030781735,lagsat,0.11889750490418911,0.9973157440973128,47
g6,2,38,35_F6,35 evolved,NA,lagsat,NA,NA,NA
g8,2,38,35_E9,35 evolved,NA,lagsat,NA,NA,NA
b2,3,42,40_B6,40 evolved,1.9715984908902826,lagsat,0.04710543150370407,0.9889379296210822,51
b4,3,42,35_E11,35 evolved,1.8794405888034909,lagsat,0.07449374718641663,0.9672105860570398,43
b5,3,42,35_D2,35 evolved,1.8434491886274433,lagsat,0.08139483045447773,0.9653141368583283,43
b8,3,42,35_E11,35 evolved,2.3496881242373666,lagsat,0.08919361781833589,0.9734338169122564,44
b9,3,42,40_C5,40 evolved,2.2952284022236173,lagsat,0.03304326935540663,0.9848546145190723,97
b10,3,42,40_F6,40 evolved,NA,lagsat,NA,NA,NA
b11,3,42,40_G5,40 evolved,NA,lagsat,NA,NA,NA
c2,3,42,35_E11,35 evolved,1.701259326262295,lagsat,0.08370265799855453,0.9591919954901732,42
c3,3,42,40_E7,40 evolved,2.029627010302584,lagsat,0.03508322851337381,0.9937110356678617,51
c4,3,42,35_C9,35 evolved,1.7159173687404379,lagsat,0.07556715668587109,0.9611936410798001,42
c5,3,42,35_D2,35 evolved,1.6568946817189851,lagsat,0.06963325278344092,0.9654651450824403,43
c7,3,42,40_D8,40 evolved,NA,lagsat,NA,NA,NA
c8,3,42,35_F2,35 evolved,1.9133085551261688,lagsat,0.06774926827516868,0.9622212902180433,44
d2,3,42,35_C9,35 evolved,1.6020665366450226,lagsat,0.07543894819980236,0.9579243669482517,42
d5,3,42,35_E7,35 evolved,1.5956016029799467,lagsat,0.06486339604431428,0.9672550564040998,43
d6,3,42,35_C9,35 evolved,1.648082891798463,lagsat,0.07189741000028574,0.9619798265498811,43
d7,3,42,40_D8,40 evolved,1.919505768033989,lagsat,0.027210622097837294,0.9929223151773535,56
d10,3,42,35_C5,35 evolved,NA,lagsat,NA,NA,NA
e2,3,42,40_B6,40 evolved,1.500354214041648,lagsat,0.038217235986963624,0.9854667280124937,49
e4,3,42,35_C5,35 evolved,2.714504325371782,lagsat,0.09784896460052904,0.9747954169889739,42
e5,3,42,40_G5,40 evolved,1.5975623710796985,lagsat,0.03231149835398817,0.9912080916197439,52
e11,3,42,40_E7,40 evolved,2.2895271955045384,lagsat,0.14003655597189157,0.9100319343074554,60
f2,3,42,40_F6,40 evolved,2.0067556896787573,lagsat,0.051698757584649424,0.9839318265793074,48
f3,3,42,35_E7,35 evolved,1.4771714376184402,lagsat,0.06472960143191202,0.9578461108010452,42
f4,3,42,40_C5,40 evolved,NA,lagsat,NA,NA,NA
f5,3,42,40_D8,40 evolved,NA,lagsat,NA,NA,NA
f7,3,42,35_D2,35 evolved,1.5739622413467456,lagsat,0.06231489974619738,0.9647359135464799,43
f8,3,42,40_G5,40 evolved,NA,lagsat,NA,NA,NA
f11,3,42,35_F2,35 evolved,2.095540507929475,lagsat,0.09432646705974868,0.9671351691332173,43
g2,3,42,40_E7,40 evolved,1.7151882481656178,lagsat,0.036171313893599996,0.9904689331793382,50
g3,3,42,35_E7,35 evolved,1.4617968917838282,lagsat,0.06158251837853868,0.9643765661989261,42
g4,3,42,40_C5,40 evolved,NA,lagsat,NA,NA,NA
g5,3,42,40_F6,40 evolved,1.9607867177520024,lagsat,0.05598846755390917,0.9836733649664264,47
g7,3,42,35_C5,35 evolved,3.0233587553506536,lagsat,0.10102487343361691,0.9791996024925388,42
g8,3,42,40_B6,40 evolved,1.9040366768781234,lagsat,0.039704345257342316,0.9908211893495432,51
g10,3,42,35_F2,35 evolved,NA,lagsat,NA,NA,NA
b2,3,41,40_B6,40 evolved,NA,lagsat,NA,NA,NA
b4,3,41,35_E11,35 evolved,NA,lagsat,NA,NA,NA
b5,3,41,35_D2,35 evolved,5.76154586103468,lagsat,0.05347485443439264,0.9980619727210288,61
b8,3,41,35_E11,35 evolved,6.888182923173643,lagsat,0.0735639653931963,0.9980489383302774,53
b9,3,41,40_C5,40 evolved,7.05918735536679,lagsat,0.07082551535143311,0.9980598289009722,56
b10,3,41,40_F6,40 evolved,7.429242181797127,lagsat,0.0708836873261477,0.9982184768025304,53
b11,3,41,40_G5,40 evolved,6.79263328282056,lagsat,0.07045318899674657,0.9978790614749214,57
c2,3,41,35_E11,35 evolved,5.524717659647862,lagsat,0.048882309827149806,0.9979293170415098,64
c3,3,41,40_E7,40 evolved,6.9146957006791085,lagsat,0.063874637767863,0.9981575173560487,56
c4,3,41,35_C9,35 evolved,6.2519195704324,lagsat,0.06157855120373164,0.998010618785814,57
c5,3,41,35_D2,35 evolved,4.03210695339072,lagsat,0.07105460022147848,0.989204289555058,72
c7,3,41,40_D8,40 evolved,6.713155503337143,lagsat,0.07279604083197314,0.9975924431044183,57
c8,3,41,35_F2,35 evolved,4.7392332009433975,lagsat,0.05479888938424894,0.9960608945234417,68
d2,3,41,35_C9,35 evolved,6.0326750203189325,lagsat,0.05552174066201461,0.9980073551625779,59
d5,3,41,35_E7,35 evolved,NA,lagsat,NA,NA,NA
d6,3,41,35_C9,35 evolved,3.696055079122937,lagsat,0.09846864504182942,0.9765549841250494,65
d7,3,41,40_D8,40 evolved,6.012934635272515,lagsat,0.0494527774828968,0.9983587723216953,61
d10,3,41,35_C5,35 evolved,3.5744680304896876,lagsat,0.04847397319067386,0.9917860337701705,81
e2,3,41,40_B6,40 evolved,6.646379595875824,lagsat,0.07063176153360999,0.9977513349824118,57
e4,3,41,35_C5,35 evolved,NA,lagsat,NA,NA,NA
e5,3,41,40_G5,40 evolved,NA,lagsat,NA,NA,NA
e11,3,41,40_E7,40 evolved,7.061155552673264,lagsat,0.06524180629385849,0.9982757071434348,55
f2,3,41,40_F6,40 evolved,8.178015417335008,lagsat,0.08998660915375921,0.9979705228975739,50
f3,3,41,35_E7,35 evolved,4.546935851329076,lagsat,0.1032728018348368,0.9848441238410551,66
f4,3,41,40_C5,40 evolved,6.183240011847027,lagsat,0.05828491176779009,0.9980003346414194,60
f5,3,41,40_D8,40 evolved,6.217489812374498,lagsat,0.054072971743588445,0.9983799318196099,59
f7,3,41,35_D2,35 evolved,3.7112463077908115,lagsat,0.07706016051692473,0.980415658776838,73
f8,3,41,40_G5,40 evolved,5.969693159651379,lagsat,0.1229512316890954,0.9902296573628978,62
f11,3,41,35_F2,35 evolved,4.7427265233886535,lagsat,0.04253418076722874,0.9976023763994221,70
g2,3,41,40_E7,40 evolved,8.501578176983617,lagsat,0.09621364330859648,0.9978784902075507,48
g3,3,41,35_E7,35 evolved,7.103885278315688,lagsat,0.07862492846759336,0.9977010937551273,55
g4,3,41,40_C5,40 evolved,7.380443199036649,lagsat,0.0797472768254874,0.9977131376177578,53
g5,3,41,40_F6,40 evolved,8.90617657323529,lagsat,0.2031386120619004,0.9926901410800925,48
g7,3,41,35_C5,35 evolved,6.861785182947267,lagsat,0.08181525367862376,0.9971606914215543,56
g8,3,41,40_B6,40 evolved,7.288558614685025,lagsat,0.08530220130279308,0.9975443713283512,53
g10,3,41,35_F2,35 evolved,6.929434034388102,lagsat,0.06866922974170331,0.9980369754898283,55
b2,3,35,40_B6,40 evolved,9.367235825869246,lagsat,0.1361275375605158,0.9965716024157321,48
b4,3,35,35_E11,35 evolved,NA,lagsat,NA,NA,NA
b5,3,35,35_D2,35 evolved,10.24443411784995,lagsat,0.15884166806460956,0.9960602453436939,45
b8,3,35,35_E11,35 evolved,10.428278639449472,lagsat,0.1671903368857689,0.9960733993344054,45
b9,3,35,40_C5,40 evolved,9.34563514240829,lagsat,0.1394840783866821,0.9963866833672627,48
b10,3,35,40_F6,40 evolved,NA,lagsat,NA,NA,NA
b11,3,35,40_G5,40 evolved,NA,lagsat,NA,NA,NA
c2,3,35,35_E11,35 evolved,10.40902855010082,lagsat,0.16774717211284135,0.9960326121704443,45
c3,3,35,40_E7,40 evolved,NA,lagsat,NA,NA,NA
c4,3,35,35_C9,35 evolved,NA,lagsat,NA,NA,NA
c5,3,35,35_D2,35 evolved,NA,lagsat,NA,NA,NA
c7,3,35,40_D8,40 evolved,NA,lagsat,NA,NA,NA
c8,3,35,35_F2,35 evolved,NA,lagsat,NA,NA,NA
d2,3,35,35_C9,35 evolved,NA,lagsat,NA,NA,NA
d5,3,35,35_E7,35 evolved,NA,lagsat,NA,NA,NA
d6,3,35,35_C9,35 evolved,NA,lagsat,NA,NA,NA
d7,3,35,40_D8,40 evolved,9.695849748753536,lagsat,0.14328419615477977,0.996517714156183,46
d10,3,35,35_C5,35 evolved,10.408341361889244,lagsat,0.16275702160565977,0.996217589679903,45
e2,3,35,40_B6,40 evolved,9.37788044687413,lagsat,0.1314665249356034,0.996784060456644,48
e4,3,35,35_C5,35 evolved,NA,lagsat,NA,NA,NA
e5,3,35,40_G5,40 evolved,NA,lagsat,NA,NA,NA
e11,3,35,40_E7,40 evolved,NA,lagsat,NA,NA,NA
f2,3,35,40_F6,40 evolved,11.537871637572357,lagsat,0.31445845890208945,0.9896414395146468,44
f3,3,35,35_E7,35 evolved,NA,lagsat,NA,NA,NA
f4,3,35,40_C5,40 evolved,9.274751485597026,lagsat,0.13768392323516468,0.9964587680388977,48
f5,3,35,40_D8,40 evolved,9.627828991629883,lagsat,0.2052899068534725,0.9930055024346915,48
f7,3,35,35_D2,35 evolved,10.464789506175434,lagsat,0.1652109244991578,0.9961851801043923,45
f8,3,35,40_G5,40 evolved,9.745285968419052,lagsat,0.1434360686041186,0.9966237822471282,47
f11,3,35,35_F2,35 evolved,NA,lagsat,NA,NA,NA
g2,3,35,40_E7,40 evolved,10.17211032697324,lagsat,0.153249984782625,0.9963602051188734,46
g3,3,35,35_E7,35 evolved,NA,lagsat,NA,NA,NA
g4,3,35,40_C5,40 evolved,9.424221457468695,lagsat,0.13790545084984746,0.9964703822235729,47
g5,3,35,40_F6,40 evolved,10.685046935988217,lagsat,0.17210392332529043,0.9963347908250115,45
g7,3,35,35_C5,35 evolved,8.334135966074959,lagsat,0.17994095299302124,0.9847842847007038,49
g8,3,35,40_B6,40 evolved,9.407276538829914,lagsat,0.1340901484991474,0.9966660638233069,47
g10,3,35,35_F2,35 evolved,10.268693542087311,lagsat,0.1546914319296171,0.9962383079150662,45
b2,3,25,40_B6,40 evolved,6.405214346610236,lagsat,0.09608872502690868,0.9956484273846862,61
b4,3,25,35_E11,35 evolved,6.698140537089163,lagsat,0.10697232803243241,0.9949132496587851,60
b5,3,25,35_D2,35 evolved,6.795055447253631,lagsat,0.11006653959276738,0.994733085249573,60
b8,3,25,35_E11,35 evolved,3.80925171492098,lagsat,0.1310706820221788,0.9063923076951486,97
b9,3,25,40_C5,40 evolved,6.387546688666472,lagsat,0.09438220409703013,0.9954706291607819,62
b10,3,25,40_F6,40 evolved,6.716287464259409,lagsat,0.1070569281817682,0.9949122427360667,59
b11,3,25,40_G5,40 evolved,6.483378048140374,lagsat,0.09720737628982287,0.9956600182966174,62
c2,3,25,35_E11,35 evolved,6.656210284218456,lagsat,0.10669518729478636,0.9949451158748702,60
c3,3,25,40_E7,40 evolved,6.670133931983403,lagsat,0.10530517523502092,0.9950764451154489,60
c4,3,25,35_C9,35 evolved,3.775925846818431,lagsat,0.1302725506477051,0.9094548824166597,97
c5,3,25,35_D2,35 evolved,6.720228531955755,lagsat,0.10783971181678802,0.9948286070119035,59
c7,3,25,40_D8,40 evolved,NA,lagsat,NA,NA,NA
c8,3,25,35_F2,35 evolved,6.63939450083672,lagsat,0.1054783836485005,0.9947088113034865,60
d2,3,25,35_C9,35 evolved,3.7669912808719213,lagsat,0.12824362035403916,0.9109800393895048,97
d5,3,25,35_E7,35 evolved,6.671569838927253,lagsat,0.10635371738137435,0.9949454155478912,60
d6,3,25,35_C9,35 evolved,3.830753859793048,lagsat,0.13281184201588875,0.9059101907199919,97
d7,3,25,40_D8,40 evolved,6.669711701199931,lagsat,0.10037097694626389,0.9954423076501799,60
d10,3,25,35_C5,35 evolved,6.6296861281325565,lagsat,0.10689671364282594,0.9949672894621531,60
e2,3,25,40_B6,40 evolved,6.394627354162611,lagsat,0.09317054330518976,0.995640559150579,62
e4,3,25,35_C5,35 evolved,3.8323043040782374,lagsat,0.13222418711911163,0.9120991659227662,97
e5,3,25,40_G5,40 evolved,6.423951901781535,lagsat,0.09201802727467871,0.9958421692413916,62
e11,3,25,40_E7,40 evolved,6.697710470333976,lagsat,0.10539285447892086,0.995095881241987,60
f2,3,25,40_F6,40 evolved,6.762124399652387,lagsat,0.11180818092543754,0.9947760484925287,59
f3,3,25,35_E7,35 evolved,3.7299248944934096,lagsat,0.12645062806490126,0.9140304551868004,97
f4,3,25,40_C5,40 evolved,6.377162440403696,lagsat,0.09311782386866974,0.9955742170014579,61
f5,3,25,40_D8,40 evolved,6.5806280030911015,lagsat,0.10020743146468813,0.9953664673993468,61
f7,3,25,35_D2,35 evolved,6.806782700496216,lagsat,0.10800121702189618,0.9949208390907082,59
f8,3,25,40_G5,40 evolved,6.457679367481956,lagsat,0.093899294856691,0.9956363219662399,62
f11,3,25,35_F2,35 evolved,6.7838613413632975,lagsat,0.11369838748395271,0.9947416158395199,59
g2,3,25,40_E7,40 evolved,3.82235681547321,lagsat,0.13295760801227238,0.9092957716561064,97
g3,3,25,35_E7,35 evolved,3.826099645782646,lagsat,0.13123372525425384,0.9113436796037129,97
g4,3,25,40_C5,40 evolved,6.4307640001078905,lagsat,0.09419265884665826,0.9955332231561902,61
g5,3,25,40_F6,40 evolved,3.7524410762766185,lagsat,0.13093919701381776,0.9015115189393246,97
g7,3,25,35_C5,35 evolved,3.8138105010807846,lagsat,0.1313467925599015,0.9083528376608468,97
g8,3,25,40_B6,40 evolved,6.566456985558137,lagsat,0.09729841159285885,0.9956251571424973,61
g10,3,25,35_F2,35 evolved,6.858604655776273,lagsat,0.11109773084915839,0.9949773737266927,59
b2,3,38,40_B6,40 evolved,NA,lagsat,NA,NA,NA
b4,3,38,35_E11,35 evolved,NA,lagsat,NA,NA,NA
b5,3,38,35_D2,35 evolved,NA,lagsat,NA,NA,NA
b8,3,38,35_E11,35 evolved,10.947609291864246,lagsat,0.14904298811075944,0.9973519982615657,44
b9,3,38,40_C5,40 evolved,NA,lagsat,NA,NA,NA
b10,3,38,40_F6,40 evolved,NA,lagsat,NA,NA,NA
b11,3,38,40_G5,40 evolved,NA,lagsat,NA,NA,NA
c2,3,38,35_E11,35 evolved,NA,lagsat,NA,NA,NA
c3,3,38,40_E7,40 evolved,NA,lagsat,NA,NA,NA
c4,3,38,35_C9,35 evolved,NA,lagsat,NA,NA,NA
c5,3,38,35_D2,35 evolved,NA,lagsat,NA,NA,NA
c7,3,38,40_D8,40 evolved,NA,lagsat,NA,NA,NA
c8,3,38,35_F2,35 evolved,NA,lagsat,NA,NA,NA
d2,3,38,35_C9,35 evolved,NA,lagsat,NA,NA,NA
d5,3,38,35_E7,35 evolved,NA,lagsat,NA,NA,NA
d6,3,38,35_C9,35 evolved,NA,lagsat,NA,NA,NA
d7,3,38,40_D8,40 evolved,10.324839664886838,lagsat,0.13506220875491043,0.9973729015898032,46
d10,3,38,35_C5,35 evolved,NA,lagsat,NA,NA,NA
e2,3,38,40_B6,40 evolved,NA,lagsat,NA,NA,NA
e4,3,38,35_C5,35 evolved,NA,lagsat,NA,NA,NA
e5,3,38,40_G5,40 evolved,NA,lagsat,NA,NA,NA
e11,3,38,40_E7,40 evolved,10.98188185200209,lagsat,0.14792051161717126,0.9974489400515333,45
f2,3,38,40_F6,40 evolved,NA,lagsat,NA,NA,NA
f3,3,38,35_E7,35 evolved,NA,lagsat,NA,NA,NA
f4,3,38,40_C5,40 evolved,NA,lagsat,NA,NA,NA
f5,3,38,40_D8,40 evolved,NA,lagsat,NA,NA,NA
f7,3,38,35_D2,35 evolved,NA,lagsat,NA,NA,NA
f8,3,38,40_G5,40 evolved,NA,lagsat,NA,NA,NA
f11,3,38,35_F2,35 evolved,NA,lagsat,NA,NA,NA
g2,3,38,40_E7,40 evolved,NA,lagsat,NA,NA,NA
g3,3,38,35_E7,35 evolved,11.1864011339577,lagsat,0.1460354018850294,0.9974906511279225,44
g4,3,38,40_C5,40 evolved,NA,lagsat,NA,NA,NA
g5,3,38,40_F6,40 evolved,NA,lagsat,NA,NA,NA
g7,3,38,35_C5,35 evolved,NA,lagsat,NA,NA,NA
g8,3,38,40_B6,40 evolved,NA,lagsat,NA,NA,NA
g10,3,38,35_F2,35 evolved,NA,lagsat,NA,NA,NA
